video_id,title,channel_name,tanggal,author,komentar,label,komentar_clean,predicted_label,cleaned,stemmed,tokens,token_count,char_count
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,173.959.966.363.327,uyabproject,GD emang ngga pernah gagal buat bangun mobil sih,0,gd emang ngga gagal bangun mobil sih,0,gd emang ngga pernah gagal buat bangun mobil sih,gd emang ngga pernah gagal buat bangun mobil sih,"['gd', 'emang', 'ngga', 'pernah', 'gagal', 'buat', 'bangun', 'mobil', 'sih']",9,48
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.745.251.195.605.940,AhmadSetiawan-o8z,Seru abis! Tempat paling aman dan asik? 🔥⚡ALEXIS17⚡?🔥,1,seru abis ! tempat paling aman dan asik ? alexis17 ?,1,seru abis tempat paling aman dan asik alexisit,seru abis tempat paling aman dan asik alexisit,"['seru', 'abis', 'tempat', 'paling', 'aman', 'dan', 'asik', 'alexisit']",8,53
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.160.119.740,RisalEksmt,Bikin lah motor biar berwarna mass😅,0,bikin motor biar berwarna mass,0,bikin lah motor biar berwarna mass,bikin lah motor biar warna mass,"['bikin', 'lah', 'motor', 'biar', 'berwarna', 'mass']",6,35
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,bagaskarapaiman,serius nanya deh alexis17 ?,1,serius nanya deh alexis17 ?,1,serius nanya deh alexisit,serius nanya deh alexisit,"['serius', 'nanya', 'deh', 'alexisit']",4,27
8AzDe6gMOck,BRZ Farrel Siap untuk Indonesian Drift Series‼️,Garasi Drift,2025-05-02 09:00:09+00:00,RatnaWahyudi-s1r,𝘼𝙇𝙀𝙓𝙄𝙎17 sih ? heboh banget ? beneran ?,1,𝘼𝙇𝙀𝙓𝙄𝙎17 sih ? heboh banget ? beneran ?,1,alexisit sih heboh banget beneran,alexisit sih heboh banget beneran,"['alexisit', 'sih', 'heboh', 'banget', 'beneran']",5,39
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.343.969.624.970,orde_plongo.3.0,jane mudeng tenan opo gur wathon njeplak je dul?,0,jane mudeng tenan opo gur wathon njeplak je dul ?,0,jane mudeng tenan opo gur wathon njeplak je dul,jane mudeng tenan opo gur wathon njeplak je dul,"['jane', 'mudeng', 'tenan', 'opo', 'gur', 'wathon', 'njeplak', 'je', 'dul']",9,48
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,Rina2TYyX,"wede lancar banget , pelayanan top",1,"wede lancar banget , pelayanan top",1,wede lancar banget pelayanan top,wede lancar banget layan top,"['wede', 'lancar', 'banget', 'pelayanan', 'top']",5,34
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,iswahyudiprasetya,"sehari main alexis17 , gue langsung ketagihan !",1,"sehari main alexis17 , gue langsung ketagihan !",1,sehari main alexisit gue langsung ketagihan,hari main alexisit gue langsung tagih,"['sehari', 'main', 'alexisit', 'gue', 'langsung', 'ketagihan']",6,47
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,174.447.355.669.665,anggaviali1188,Nonton tanpa baca komen itu lebih baik,0,nonton tanpa baca komen itu lebih baik,0,nonton tanpa baca komen itu lebih baik,nonton tanpa baca komen itu lebih baik,"['nonton', 'tanpa', 'baca', 'komen', 'itu', 'lebih', 'baik']",7,38
kUom1fDXs4A,MOBIL-MOBIL PALING KAMI SUKA DI IIMS 2025 | FEAT. OM MOBI,Fitra Eri,1.739.993.822.334.780,BaityNaira,Sharus nya di iringi dengan harga,0,sharus nya iringi harga,0,sharus nya di iringi dengan harga,sharus nya di iring dengan harga,"['sharus', 'nya', 'di', 'iringi', 'dengan', 'harga']",6,33
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,VickyNugroho-h8d,malem gue nungguin update alexis17 .,1,malem gue nungguin update alexis17 .,1,malem gue nungguin update alexisit,malem gue nungguin update alexisit,"['malem', 'gue', 'nungguin', 'update', 'alexisit']",5,36
XI8K0-_kbHc,GAK NYANGKA BISA BEGINI! PENGENDARA DIJALAN SAMPAI BINGUNG LIHAT HUMMER EV | GLAMOUR AUTO BOUTIQUE,Jejelogy,1.739.947.091.196.140,Browny_dakar,Hahaha betul,0,hahaha,0,hahaha betul,hahaha betul,"['hahaha', 'betul']",2,12
XI8K0-_kbHc,GAK NYANGKA BISA BEGINI! PENGENDARA DIJALAN SAMPAI BINGUNG LIHAT HUMMER EV | GLAMOUR AUTO BOUTIQUE,Jejelogy,1.739.601.499.344.910,okaputra4981,"ak pernah nyobain mobil yg kayak gitu
tp ga ada suaranya",0,ak nyobain mobil yg kayak gitu tp ga suaranya,0,ak pernah nyobain mobil yg kayak gitu tp ga ada suaranya,ak pernah nyobain mobil yg kayak gitu tp ga ada suara,"['ak', 'pernah', 'nyobain', 'mobil', 'yg', 'kayak', 'gitu', 'tp', 'ga', 'ada', 'suaranya']",11,56
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.409.040.919.410,hotpower2,"Barang aneh nya kapan bang 😂😂😂, udah lama kayaknya 😁",0,"barang aneh nya kapan bang , udah lama kayaknya",0,barang aneh nya kapan bang udah lama kayaknya,barang aneh nya kapan bang udah lama kayak,"['barang', 'aneh', 'nya', 'kapan', 'bang', 'udah', 'lama', 'kayaknya']",8,52
Ou0UedfyuqU,"Kalau mau beli TV, saya bakal PILIH YANG BEGINI.",GadgetIn,2025-04-24 09:24:38+00:00,EthanqnMDS,modal lgsng jepek gates,1,modal lgsng jepek gates,1,modal lgsng jepek gates,modal lgsng jepek gates,"['modal', 'lgsng', 'jepek', 'gates']",4,23
gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,uwaisaswani,"sehari main alexis17 , gue langsung ketagihan !",1,"sehari main alexis17 , gue langsung ketagihan !",1,sehari main alexisit gue langsung ketagihan,hari main alexisit gue langsung tagih,"['sehari', 'main', 'alexisit', 'gue', 'langsung', 'ketagihan']",6,47
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.744.991.981.231.910,pongaee7926,"Tumben g gontok"".an😂",0,tumben g gontok '' .an,0,tumben g gontok an,tumben g gontok an,"['tumben', 'g', 'gontok', 'an']",4,20
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.960.566.545.310,glenrattu3263,86 airbft hitam ownernya orang manado😍,0,86 airbft hitam ownernya orang manado,0,86 airbft hitam ownernya orang manado,86 airbft hitam ownernya orang manado,"['86', 'airbft', 'hitam', 'ownernya', 'orang', 'manado']",6,38
n_mFKYFMtWY,"UBUR-UBUR IKAN LELE, INI SAYA JUAL LE !!! Ready Tiga Sasis + Body SR3 Siap Naik Livery.",Bus Pesona,173.995.145.273.728,Laksanabus,"Ubur-ubur makan ikan, siap laksanakan 👆👆👆👆👆",0,"ubur-ubur makan ikan , laksanakan",0,ubur ubur makan ikan siap laksanakan,ubur ubur makan ikan siap laksana,"['ubur', 'ubur', 'makan', 'ikan', 'siap', 'laksanakan']",6,43
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.033.076.810,RikorXHEW,ga bahaya ta ?,0,ga bahaya ta ?,0,ga bahaya ta,ga bahaya ta,"['ga', 'bahaya', 'ta']",3,14
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.419.579.093.480,bramendro1537,Lowongan dislike masih di buka lebar2👎,0,lowongan dislike masih di buka lebar2,0,lowongan dislike masih di buka lebar2,lowong dislike masih di buka lebar2,"['lowongan', 'dislike', 'masih', 'di', 'buka', 'lebar2']",6,38
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.268.479.230,chuukablyat5496,"ntar dia naro ipad, buka chatgpt suruh ngobrol sama AI wkwk",0,"ntar dia naro ipad , buka chatgpt suruh ngobrol sama ai wkwk",0,ntar dia naro ipad buka chatgpt suruh ngobrol sama ai wkwk,ntar dia naro ipad buka chatgpt suruh ngobrol sama ai wkwk,"['ntar', 'dia', 'naro', 'ipad', 'buka', 'chatgpt', 'suruh', 'ngobrol', 'sama', 'ai', 'wkwk']",11,59
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.397.976.118.940,alvaroautomation,nitip jempol miring gan,0,nitip jempol miring gan,0,nitip jempol miring gan,nitip jempol miring gan,"['nitip', 'jempol', 'miring', 'gan']",4,23
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.272.689.800,Ridwan-ld4gk,"Maklum udah tua, udah ga mampu memahami pertanyaan yg disampaikan.",0,"maklum udah tua , udah ga mampu memahami pertanyaan yg disampaikan .",0,maklum udah tua udah ga mampu memahami pertanyaan yg disampaikan,maklum udah tua udah ga mampu paham tanya yg sampai,"['maklum', 'udah', 'tua', 'udah', 'ga', 'mampu', 'memahami', 'pertanyaan', 'yg', 'disampaikan']",10,66
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.369.425.028.520,ekofamily5534,TIM YANG PENGEN BELI TAPI  GK ADA UANG,0,tim yang pengen beli tapi gk ada uang,0,tim yang pengen beli tapi gk ada uang,tim yang ken beli tapi gk ada uang,"['tim', 'yang', 'pengen', 'beli', 'tapi', 'gk', 'ada', 'uang']",8,38
Ou0UedfyuqU,"Kalau mau beli TV, saya bakal PILIH YANG BEGINI.",GadgetIn,2025-04-24 09:24:38+00:00,JasonDjamilui,bang gak rekomendasi laptop main game command and conquer generals ?,0,bang gak rekomendasi laptop main game command and conquer generals ?,0,bang gak rekomendasi laptop main game command and conquer generals,bang gak rekomendasi laptop main game command and conquer generals,"['bang', 'gak', 'rekomendasi', 'laptop', 'main', 'game', 'command', 'and', 'conquer', 'generals']",10,68
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.394.243.905.550,AlvaKeyz,2029 GIBRAN - BAHLIL SIAP MENGGUNCANG,0,2029 gibran - bahlil siap mengguncang,0,2o29 gibran bahlil siap mengguncang,2o29 gibran bahlil siap guncang,"['2o29', 'gibran', 'bahlil', 'siap', 'mengguncang']",5,37
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,vegahaikal,oalahhh gua prnah cog main alexis17 bnran lgsg wd wkwk,1,oalahhh gua prnah cog main alexis17 bnran lgsg wd wkwk,1,oalahhh gua prnah cog main alexisit bnran lgsg wd wkwk,oalahhh gua prnah cog main alexisit bnran lgsg wd wkwk,"['oalahhh', 'gua', 'prnah', 'cog', 'main', 'alexisit', 'bnran', 'lgsg', 'wd', 'wkwk']",10,54
VAEyOCCBlx4,KING OF AEROX !! Modifikasi Yamaha Aerox Alpha Turbo by Nakano Garage #AtenxKatros,Atenx Katros,1.739.986.784.886.110,samudraprakoso69,video aerox ngantuk 😂,0,video aerox ngantuk,0,video aerox ngantuk,video aerox ngantuk,"['video', 'aerox', 'ngantuk']",3,21
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.675.288.070,allankbetul,galiat ubsi ama zicoster,0,galiat ubsi ama zicoster,0,galiat ubsi ama zicoster,galiat ubsi ama zicoster,"['galiat', 'ubsi', 'ama', 'zicoster']",4,24
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.419.443.407.320,santyayabaktiwira,Ahok bukan gubernur terpilih DKI seperti yang beliau katakan. 14:16,0,ahok bukan gubernur terpilih dki seperti yang beliau katakan . 14:16,0,ahok bukan gubernur terpilih dki seperti yang beliau katakan ia i6,ahok bukan gubernur pilih dki seperti yang beliau kata ia i6,"['ahok', 'bukan', 'gubernur', 'terpilih', 'dki', 'seperti', 'yang', 'beliau', 'katakan', 'ia', 'i6']",11,67
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.281.334.460,adithyalatuperissa,Terlalu negatif mas nya.. Ngelantur,0,terlalu negatif mas nya .. ngelantur,0,terlalu negatif mas nya ngelantur,terlalu negatif mas nya ngelantur,"['terlalu', 'negatif', 'mas', 'nya', 'ngelantur']",5,35
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.978.731.521.660,SureyyaMehmet-b1p,keren mandalika77,1,keren mandalika77,1,keren mandalikatt,keren mandalikatt,"['keren', 'mandalikatt']",2,17
hDFN1Sr8a80,GEELY EX5 MAX | Mobil Listrik Ada Rasa Volvonya Dibawah 500 Juta,Motomobi,2025-05-04 11:30:36+00:00,AungVo4Wd,𝘋𝑂r𝐴 𝟽𝟳 menawarkan platform stabil andal .,1,𝘋𝑂r𝐴 𝟽𝟳 menawarkan platform stabil andal .,1,dora tt menawarkan platform stabil andal,dora tt tawar platform stabil andal,"['dora', 'tt', 'menawarkan', 'platform', 'stabil', 'andal']",6,42
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.365.884.260,fauzisetiadi2062,belibet bummer,0,belibet bummer,0,belibet bummer,belibet bummer,"['belibet', 'bummer']",2,14
8AzDe6gMOck,BRZ Farrel Siap untuk Indonesian Drift Series‼️,Garasi Drift,2025-05-02 09:00:09+00:00,Aadi_24336,"ketinggalan cuan , gaskeun pu lau tujuh tujuh tujuh .",1,"ketinggalan cuan , gaskeun pu lau tujuh tujuh tujuh .",1,ketinggalan cuan gaskeun pu lau tujuh tujuh tujuh,tinggal cuan gaskeun pu lau tujuh tujuh tujuh,"['ketinggalan', 'cuan', 'gaskeun', 'pu', 'lau', 'tujuh', 'tujuh', 'tujuh']",8,53
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.537.772.680,muhammadagil7941,"sabar lahhh , lu kira itu doang kerjaan mereka",0,"sabar lahhh , lu doang kerjaan",0,sabar lahhh lu kira itu doang kerjaan mereka,sabar lahhh lu kira itu doang kerja mereka,"['sabar', 'lahhh', 'lu', 'kira', 'itu', 'doang', 'kerjaan', 'mereka']",8,46
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,RanggaMarlina-r3w,gak pusing mikirin biaya berobat kalo udah join alexis17 .,1,gak pusing mikirin biaya berobat kalo udah join alexis17 .,1,gak pusing mikirin biaya berobat kalo udah join alexisit,gak pusing mikirin biaya obat kalo udah join alexisit,"['gak', 'pusing', 'mikirin', 'biaya', 'berobat', 'kalo', 'udah', 'join', 'alexisit']",9,58
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.390.609.016.840,pegangviolingultom6960, @syarfuniMY  atau pindah agama,0,atau pindah agama,0,asyarfunimy atau pindah agama,asyarfunimy atau pindah agama,"['asyarfunimy', 'atau', 'pindah', 'agama']",4,31
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.025.008.760,tidakdiketahui1461,Selalu setia nonton dan like videonya,0,selalu setia nonton dan like videonya,0,selalu setia nonton dan like videonya,selalu setia nonton dan like video,"['selalu', 'setia', 'nonton', 'dan', 'like', 'videonya']",6,37
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,oktovianlanang,emang gak se-profitable alexis17 deh .,1,emang gak se-profitable alexis17 deh .,1,emang gak se profitable alexisit deh,emang gak se profitable alexisit deh,"['emang', 'gak', 'se', 'profitable', 'alexisit', 'deh']",6,38
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.372.744.810.150,unknown0425,"Berjuang dari 0 ×
Ke mahkamah konstitusi ✓",0,berjuang dari 0 × ke mahkamah konstitusi ✓,0,berjuang dari o x ke mahkamah konstitusi,juang dari o x ke mahkamah konstitusi,"['berjuang', 'dari', 'o', 'x', 'ke', 'mahkamah', 'konstitusi']",7,42
zFhBO9uoGYA,INDONESIAN DRIFT SERIES TERAKHIR di sini,Om Mobi,2025-05-04 13:36:57+00:00,TariAungHqF45dA,𝐌𝐢𝐘𝐚𝟖𝟖 ! sensasi bermain bikin penasaran ! keseruannya bikin nagih !,1,𝐌𝐢𝐘𝐚𝟖𝟖 ! sensasi bermain bikin penasaran ! keseruannya bikin nagih !,1,miya88 sensasi bermain bikin penasaran keseruannya bikin nagih,miya88 sensasi main bikin penasaran seru bikin nagih,"['miya88', 'sensasi', 'bermain', 'bikin', 'penasaran', 'keseruannya', 'bikin', 'nagih']",8,68
5MBwJpU-9tg,"Rifat Sungkar Mau Bikin Sirkuit⁉️ | Dipo, Ziko Belajar Dari Suhu Motorsports",Garasi Drift Podcast,2025-04-30 09:00:07+00:00,rosenthalnoelle-g7q,the best 𝐒𝐆𝐈𝟖𝟖 byar !,1,the best 𝐒𝐆𝐈𝟖𝟖 byar !,1,the best sgi88 byar,the best sgi88 byar,"['the', 'best', 'sgi88', 'byar']",4,21
gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,MezaFranks-h6l,"terimakasih upload bg , sibuk𝗪𝗘𝗧𝗢𝗡𝟴𝟴",1,"terimakasih upload bg , sibuk𝗪𝗘𝗧𝗢𝗡𝟴𝟴",1,terimakasih upload bg sibukweton88,terimakasih upload bg sibukweton88,"['terimakasih', 'upload', 'bg', 'sibukweton88']",4,36
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.017.472.490,DSRBG-IE,"masih bisa pake gbox buat buka google,aman2  aja",0,"masih bisa pake gbox buat buka google , aman2 aja",0,masih bisa pake gbox buat buka google aman2 aja,masih bisa pake gbox buat buka google aman2 aja,"['masih', 'bisa', 'pake', 'gbox', 'buat', 'buka', 'google', 'aman2', 'aja']",9,48
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,asmadiabiputra,emang gak se-worth it alexis17 sih .,1,emang gak se-worth it alexis17 sih .,1,emang gak se worth it alexisit sih,emang gak se worth it alexisit sih,"['emang', 'gak', 'se', 'worth', 'it', 'alexisit', 'sih']",7,36
5MBwJpU-9tg,"Rifat Sungkar Mau Bikin Sirkuit⁉️ | Dipo, Ziko Belajar Dari Suhu Motorsports",Garasi Drift Podcast,2025-04-30 09:00:07+00:00,latuponogaluh,tmn gw alexis17 rame bgt tuh situs bre gila,1,tmn gw alexis17 rame bgt tuh situs bre gila,1,tmn gw alexisit rame bgt tuh situs bre gila,tmn gw alexisit rame bgt tuh situs bre gila,"['tmn', 'gw', 'alexisit', 'rame', 'bgt', 'tuh', 'situs', 'bre', 'gila']",9,43
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.656.931.880,ardianmaulana9202,Gilaaa keren banget,0,gilaaa keren banget,0,gilaaa keren banget,gilaaa keren banget,"['gilaaa', 'keren', 'banget']",3,19
gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,mangunsongdarijan,"seminggu join alexis17 , gue udah beliin ortu kulkas pintu !",1,"seminggu join alexis17 , gue udah beliin ortu kulkas pintu !",1,seminggu join alexisit gue udah beliin ortu kulkas pintu,minggu join alexisit gue udah beliin ortu kulkas pintu,"['seminggu', 'join', 'alexisit', 'gue', 'udah', 'beliin', 'ortu', 'kulkas', 'pintu']",9,60
aA9G2sW212g,PEVS 2025 banyak kejutan,Om Mobi,2025-04-30 11:15:00+00:00,firgantorosaka-p6e,emang gak se-reliable alexis17 .,1,emang gak se-reliable alexis17 .,1,emang gak se reliable alexisit,emang gak se reliable alexisit,"['emang', 'gak', 'se', 'reliable', 'alexisit']",5,32
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,AlainaDavidsonansen-s2d,05:35 weton88 ngadu nasib wkwkw,1,05:35 weton88 ngadu nasib wkwkw,1,os es weton88 ngadu nasib wkwkw,os es weton88 ngadu nasib wkwkw,"['os', 'es', 'weton88', 'ngadu', 'nasib', 'wkwkw']",6,31
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.946.327.757.710,TACIGI_TV,OTW MILLS LAGI BANG,0,otw mills bang,0,otw mills lagi bang,otw mills lagi bang,"['otw', 'mills', 'lagi', 'bang']",4,19
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.473.461.888.640,muhammadburhanuddin6823,ikan busuk dimulai dari kepalanya,0,ikan busuk dimulai dari kepalanya,0,ikan busuk dimulai dari kepalanya,ikan busuk mulai dari kepala,"['ikan', 'busuk', 'dimulai', 'dari', 'kepalanya']",5,33
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,174.533.674.427.872,MuhammadSaidSaid-ow1jd,Dislike masssal,0,dislike masssal,0,dislike masssal,dislike masssal,"['dislike', 'masssal']",2,15
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.344.232.029.000,ubeytv3714,Tim gercep nabung sekarang terkumpul 17rb,0,tim gercep nabung sekarang terkumpul 17rb,0,tim gercep nabung sekarang terkumpul itrb,tim gercep nabung sekarang kumpul itrb,"['tim', 'gercep', 'nabung', 'sekarang', 'terkumpul', 'itrb']",6,41
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.663.253.580,robbyzulhaq_rz6725,Gk bisa berkata kata Garasi Drift Kalian HEBAT.....!!!!!! 👏👏👏👏,0,gk garasi drift hebat ..... ! ! ! ! ! !,0,gk bisa berkata kata garasi drift kalian hebat,gk bisa kata kata garasi drift kalian hebat,"['gk', 'bisa', 'berkata', 'kata', 'garasi', 'drift', 'kalian', 'hebat']",8,62
XI8K0-_kbHc,GAK NYANGKA BISA BEGINI! PENGENDARA DIJALAN SAMPAI BINGUNG LIHAT HUMMER EV | GLAMOUR AUTO BOUTIQUE,Jejelogy,1.739.687.895.012.880,anwarudin2041,Temen temen...temenan,0,temen temen ... temenan,0,temen temen temenan,temen temen temenan,"['temen', 'temen', 'temenan']",3,21
kUom1fDXs4A,MOBIL-MOBIL PALING KAMI SUKA DI IIMS 2025 | FEAT. OM MOBI,Fitra Eri,1.739.965.020.703.940,ahmad318_yt,Ke iims pengen ketmu om fitra tpi gk ketemu,0,iims pengen ketmu om fitra tpi gk ketemu,0,ke iims pengen ketmu om fitra tpi gk ketemu,ke iims ken ketmu om fitra tpi gk ketemu,"['ke', 'iims', 'pengen', 'ketmu', 'om', 'fitra', 'tpi', 'gk', 'ketemu']",9,43
kUom1fDXs4A,MOBIL-MOBIL PALING KAMI SUKA DI IIMS 2025 | FEAT. OM MOBI,Fitra Eri,1.739.947.019.273.420,SonyBayu-vr3hb,Pasti seru,0,seru,0,pasti seru,pasti seru,"['pasti', 'seru']",2,10
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,RanggaFirmansyah-i3p,", 𝘼𝙇𝙀𝙓𝙄𝙎17 , penyelamat genting .",1,", 𝘼𝙇𝙀𝙓𝙄𝙎17 , penyelamat genting .",1,alexisit penyelamat genting,alexisit selamat genting,"['alexisit', 'penyelamat', 'genting']",3,33
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.300.670.435.150,andreaciptapratama6455," @joMan1060  cukup oke apaan, cuman defensif gitu sambil muter muter",0,"cukup oke apaan , cuman defensif gitu sambil muter muter",0,ajomanio6o cukup oke apaan cuman defensif gitu sambil muter muter,ajomanio6o cukup oke apa cuman defensif gitu sambil muter muter,"['ajomanio6o', 'cukup', 'oke', 'apaan', 'cuman', 'defensif', 'gitu', 'sambil', 'muter', 'muter']",10,68
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.978.731.949.700,GERRYCoates-m1y,gw rungkad mandalika77 wkwkwkw tapi tmn gw yg pada jp di mandalika77,1,gw rungkad mandalika77 wkwkwkw tmn gw yg jp mandalika77,1,gw rungkad mandalikatt wkwkwkw tapi tmn gw yg pada jp di mandalikatt,gw rungkad mandalikatt wkwkwkw tapi tmn gw yg pada jp di mandalikatt,"['gw', 'rungkad', 'mandalikatt', 'wkwkwkw', 'tapi', 'tmn', 'gw', 'yg', 'pada', 'jp', 'di', 'mandalikatt']",12,68
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.946.337.341.540,dealon21,Udh mantap desain erspo nya tp logo mereka yg skrg JUJUR JELEK,0,udh mantap desain erspo nya tp logo yg skrg jujur jelek,0,udh mantap desain erspo nya tp logo mereka yg skrg jujur jelek,udh mantap desain erspo nya tp logo mereka yg skrg jujur jelek,"['udh', 'mantap', 'desain', 'erspo', 'nya', 'tp', 'logo', 'mereka', 'yg', 'skrg', 'jujur', 'jelek']",12,62
