video_id,channel_name,komentar,label,komentar_clean,komentar_stage1
nZoNbiwP2ZE,Garasi Drift,A marwin raptor nyunda pisan euyy haha resep ieu ngadangu na 😂,0,a marwin raptor nyunda pisan euyy haha resep ieu ngadangu na wajah_gembira_berurai_air_mata,a marwin raptor nyunda pisan euyy haha resep ieu ngadangu na :wajah_gembira_berurai_air_mata:
gP0YCMCJnjA,Narasi Newsroom,"Kan ga ada lagi dwifungsi abri, iya kan???",0,kan ga ada lagi dwifungsi abri iya kan,"kan ga ada lagi dwifungsi abri, iya kan???"
BI_RsNf1HJA,Garasi Drift,Slide FB naik turun naik turun kok isinya MANDALIKA77 semua... Penasaran cobain depo main bentar aja Ehhh...!!!! malah dapat MAXWINNN....!!!! :,1,slide fb naik turun naik turun kok isinya mandalika77 semua penasaran cobain depo main bentar aja ehhh malah dapat maxwinnn,slide fb naik turun naik turun kok isinya mandalika77 semua... penasaran cobain depo main bentar aja ehhh...!!!! malah dapat maxwinnn....!!!! :
rrUoGtfU9kw,Fitra Eri,tim gercep alexis17 nih !,1,tim gercep alexis17 nih,tim gercep alexis17 nih !
gP0YCMCJnjA,Narasi Newsroom,3 jam ngeyapping,0,3 jam ngeyapping,3 jam ngeyapping
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,Ga yakin dia paham apa yg diucapkan..ikutin teks doang kaya beo 🤪,0,ga yakin dia paham apa yg diucapkan ikutin teks doang kaya beo wajah_konyol,ga yakin dia paham apa yg diucapkan..ikutin teks doang kaya beo :wajah_konyol:
BI_RsNf1HJA,Garasi Drift,Si milea apa kabar nya ko😊,0,si milea apa kabar nya ko wajah_tersenyum_dengan_mata_bahagia,si milea apa kabar nya ko:wajah_tersenyum_dengan_mata_bahagia:
f8UEkmYXlzA,Pandji Pragiwaksono,Best so far,0,best so far,best so far
VXqMJqP7mvk,GadgetIn,Ada yg namanya gimmick dalam dunia kreator review,0,ada yg namanya gimmick dalam dunia kreator review,ada yg namanya gimmick dalam dunia kreator review
VXqMJqP7mvk,GadgetIn,santai kebo gua blum laku,0,santai kebo gua blum laku,santai kebo gua blum laku
gRjWM8jPIPw,Fitra Eri,"semangat bosqu , terbaik 𝗪𝗘𝗧𝗢𝗡𝟴𝟴",1,semangat bosqu terbaik WETON88,"semangat bosqu , terbaik WETON88"
gP0YCMCJnjA,Narasi Newsroom,Sudah nonton full mas,0,sudah nonton full mas,sudah nonton full mas
gP0YCMCJnjA,Narasi Newsroom,Hebat jurnalis gak ngantuk... 😂,0,hebat jurnalis gak ngantuk wajah_gembira_berurai_air_mata,hebat jurnalis gak ngantuk... :wajah_gembira_berurai_air_mata:
ycGdOc17FhA,Fitra Eri,"main situs segacor 𝐒𝐆𝐈𝟖𝟖 , asli nagih sih",1,main situs segacor SGI88 asli nagih sih,"main situs segacor SGI88 , asli nagih sih"
gP0YCMCJnjA,Narasi Newsroom,3 jam yang ga berbobot. Kosong melompong.,0,3 jam yang ga berbobot kosong melompong,3 jam yang ga berbobot. kosong melompong.
QpXcKzQInXg,Garasi Drift,"ꗥ𝙈𝘼𝙉𝙐𝙏88ꗥMimpi besar, berani gagal, bangkit lagi",1,ꗥMANUT88ꗥmimpi besar berani gagal bangkit lagi,"ꗥMANUT88ꗥmimpi besar, berani gagal, bangkit lagi"
4-hj6CwvKpU,Motomobi,Ternyata ini jaecoo adik nya giant 😊,0,ternyata ini jaecoo adik nya giant wajah_tersenyum_dengan_mata_bahagia,ternyata ini jaecoo adik nya giant :wajah_tersenyum_dengan_mata_bahagia:
BI_RsNf1HJA,Garasi Drift,"WAJIB COBA DI SINI BOS SUPER GACCOOORR YANG TERBARU,COBA PAKE SERVER THAILAND  SERVER LUAR YANG SAYA PAKE RTP NYA DI ATAS 98% TANPA HARUS BUY, PETIR x100 x250 x500 SUDAH PASTI KELUAR, GASSSS LANGSUNG, SEMOGA HOKINYA NULAR YA ABANG CARI GOOGLE M𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳",1,wajib coba di sini bos super gaccooorr yang terbaru coba pake server thailand server luar yang saya pake rtp nya di atas 98% tanpa harus buy petir x100 x250 x500 sudah pasti keluar gassss langsung semoga hokinya nular ya abang cari google mandalika77,"wajib coba di sini bos super gaccooorr yang terbaru,coba pake server thailand  server luar yang saya pake rtp nya di atas 98% tanpa harus buy, petir x100 x250 x500 sudah pasti keluar, gassss langsung, semoga hokinya nular ya abang cari google mandalika77"
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,"Ngomong yg penting
Yang penting ngomong😂",0,ngomong yg penting yang penting ngomong wajah_gembira_berurai_air_mata,"ngomong yg penting
yang penting ngomong:wajah_gembira_berurai_air_mata:"
XI8K0-_kbHc,Jejelogy,Avanza gak ada harga diri di belakang Hummer 😅,0,avanza gak ada harga diri di belakang hummer wajah_tersenyum_lebar_dan_berkeringat,avanza gak ada harga diri di belakang hummer :wajah_tersenyum_lebar_dan_berkeringat:
ufS5vDKnIhM,Motomobi,"coba 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 , gak ribet ! salam petir x 500",1,coba WETON88 gak ribet salam petir x 500,"coba WETON88 , gak ribet ! salam petir x 500"
VXqMJqP7mvk,GadgetIn,"Anjay mantep, di 💞𝘼LEXIS-17💞 bisa main SL🅞T sambil nge-Houdini.",1,anjay mantep di hati_berputar Alexis 17 hati_berputar bisa main sl🅞t sambil nge houdini,"anjay mantep, di :hati_berputar:Alexis-17:hati_berputar: bisa main sl🅞t sambil nge-houdini."
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,Sukses mas wapres,0,sukses mas wapres,sukses mas wapres
rrUoGtfU9kw,Fitra Eri,grafiknya memukau ! game emang top . alexis17 setuju ?,1,grafiknya memukau game emang top alexis17 setuju,grafiknya memukau ! game emang top . alexis17 setuju ?
VXqMJqP7mvk,GadgetIn,"Melihat huawei, apple rasanya jadi sangat tertinggal soal inovasi",0,melihat huawei apple rasanya jadi sangat tertinggal soal inovasi,"melihat huawei, apple rasanya jadi sangat tertinggal soal inovasi"
nZoNbiwP2ZE,Garasi Drift,Buatkan r34 lalu kirim ke sidrap pls:(,0,buatkan r34 lalu kirim ke sidrap pls,buatkan r34 lalu kirim ke sidrap pls:(
f8UEkmYXlzA,Pandji Pragiwaksono,18:30 Harusnya dah selesai lu ndjiiiiiiii,0,18 30 harusnya dah selesai lu ndjiiiiiiii,18:30 harusnya dah selesai lu ndjiiiiiiii
aA9G2sW212g,Om Mobi,"gue sih udah ga move on alexis17 , , gacor bikin ketagihan",1,gue sih udah ga move on alexis17 gacor bikin ketagihan,"gue sih udah ga move on alexis17 , , gacor bikin ketagihan"
5MBwJpU-9tg,Garasi Drift Podcast,coba deh alexis17 dijamin makmur wkwk,1,coba deh alexis17 dijamin makmur wkwk,coba deh alexis17 dijamin makmur wkwk
ufS5vDKnIhM,Motomobi,gue rela ninggalin hobi fokus alexis17 .,1,gue rela ninggalin hobi fokus alexis17,gue rela ninggalin hobi fokus alexis17 .
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,Semua mau di handle mumpung jiwa muda .... Wkwwkkw,0,semua mau di handle mumpung jiwa muda wkwwkkw,semua mau di handle mumpung jiwa muda .... wkwwkkw
XI8K0-_kbHc,Jejelogy,Pasti di kira suaminya irish bella om jeje 😅,0,pasti di kira suaminya irish bella om jeje wajah_tersenyum_lebar_dan_berkeringat,pasti di kira suaminya irish bella om jeje :wajah_tersenyum_lebar_dan_berkeringat:
nZoNbiwP2ZE,Garasi Drift,Kelass mas dip,0,kelass mas dip,kelass mas dip
aA9G2sW212g,Om Mobi,"sebulan main alexis17 , gue udah dp mobil mewah !",1,sebulan main alexis17 gue udah dp mobil mewah,"sebulan main alexis17 , gue udah dp mobil mewah !"
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,"Berani nya bicara sendiri, dialog dong mas samsul",0,berani nya bicara sendiri dialog dong mas samsul,"berani nya bicara sendiri, dialog dong mas samsul"
f8UEkmYXlzA,Pandji Pragiwaksono,SERU BANGET NIH EPISODE!,0,seru banget nih episode,seru banget nih episode!
Ou0UedfyuqU,GadgetIn,"rezeki 𝐴 𝙀 𝐑 𝑂 𝟪 𝟴-bikin hariku bermakna , terima kasih !",1,rezeki A E R O 8 8 bikin hariku bermakna terima kasih,"rezeki A E R O 8 8-bikin hariku bermakna , terima kasih !"
nZoNbiwP2ZE,Garasi Drift,"tinggal ganti kaki""jadi mobil relly",0,tinggal ganti kaki jadi mobil relly,"tinggal ganti kaki""jadi mobil relly"
ycGdOc17FhA,Fitra Eri,"aja gw coba alexis17 semalam , lumayan dpt 2jt",1,aja gw coba alexis17 semalam lumayan dpt 2jt,"aja gw coba alexis17 semalam , lumayan dpt 2jt"
f8UEkmYXlzA,Pandji Pragiwaksono,Tim ga pernah skip kalo ada pak hok 😂🖐,0,tim ga pernah skip kalo ada pak hok wajah_gembira_berurai_air_mata telapak_tangan_terbuka,tim ga pernah skip kalo ada pak hok :wajah_gembira_berurai_air_mata::telapak_tangan_terbuka:
QpXcKzQInXg,Garasi Drift,𝘋𝐄𝘞𝐀𝐃O𝐑𝘈 mekswin ga ada lawan,1,DEWADoRA mekswin ga ada lawan,DEWADoRA mekswin ga ada lawan
zFhBO9uoGYA,Om Mobi,pawpaw4d coba keberuntungan .,1,pawpaw4d coba keberuntungan,pawpaw4d coba keberuntungan .
CLHTLViZ8Uc,Den Dimas,ga ruda ho ki-gokil banget pecah ga sia sia anjaay,1,ga ruda ho ki gokil banget pecah ga sia sia anjaay,ga ruda ho ki-gokil banget pecah ga sia sia anjaay
f8UEkmYXlzA,Pandji Pragiwaksono,mak banteng lebih percaya puan - ahok,0,mak banteng lebih percaya puan ahok,mak banteng lebih percaya puan - ahok
rrUoGtfU9kw,Fitra Eri,"seminggu join alexis17 , gue udah beliin ortu tiket umroh !",1,seminggu join alexis17 gue udah beliin ortu tiket umroh,"seminggu join alexis17 , gue udah beliin ortu tiket umroh !"
n_mFKYFMtWY,Bus Pesona,Masaallah inovasi terus...,0,masaallah inovasi terus,masaallah inovasi terus...
VXqMJqP7mvk,GadgetIn,Lagi otw buat beli,0,lagi otw buat beli,lagi otw buat beli
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,Hahahahhah😅😅😅,0,hahahahhah wajah_tersenyum_lebar_dan_berkeringat wajah_tersenyum_lebar_dan_berkeringat wajah_tersenyum_lebar_dan_berkeringat,hahahahhah:wajah_tersenyum_lebar_dan_berkeringat::wajah_tersenyum_lebar_dan_berkeringat::wajah_tersenyum_lebar_dan_berkeringat:
QpXcKzQInXg,Garasi Drift,Males banget ngeliatnya,0,males banget ngeliatnya,males banget ngeliatnya
f8UEkmYXlzA,Pandji Pragiwaksono,"Keren banget! Menang banyak di 𝐒𝐆𝐈𝟖𝟖,auto liburan mewah!",1,keren banget menang banyak di SGI88 auto liburan mewah,"keren banget! menang banyak di SGI88,auto liburan mewah!"
VXqMJqP7mvk,GadgetIn,"2:25 Itu kalau salah satu baterai habis, apakah layarnya mati??",0,2 25 itu kalau salah satu baterai habis apakah layarnya mati,"2:25 itu kalau salah satu baterai habis, apakah layarnya mati??"
4-hj6CwvKpU,Motomobi,Emg udah keluar dari autonetmagz ?,0,emg udah keluar dari autonetmagz,emg udah keluar dari autonetmagz ?
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,Infoin brp dislike nya 😊,0,infoin brp dislike nya wajah_tersenyum_dengan_mata_bahagia,infoin brp dislike nya :wajah_tersenyum_dengan_mata_bahagia:
gRjWM8jPIPw,Fitra Eri,proses nya cpt bgt gile alexis17,1,proses nya cpt bgt gile alexis17,proses nya cpt bgt gile alexis17
gP0YCMCJnjA,Narasi Newsroom,Dasar buzzer bayaran 😂,0,dasar buzzer bayaran wajah_gembira_berurai_air_mata,dasar buzzer bayaran :wajah_gembira_berurai_air_mata:
aA9G2sW212g,Om Mobi,"jepey 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 , beneran !",1,jepey WETON88 beneran,"jepey WETON88 , beneran !"
nZoNbiwP2ZE,Garasi Drift,keren gitu oi,0,keren gitu oi,keren gitu oi
rrUoGtfU9kw,Fitra Eri,gak pusing mikirin biaya persalinan kalo udah join alexis17 .,1,gak pusing mikirin biaya persalinan kalo udah join alexis17,gak pusing mikirin biaya persalinan kalo udah join alexis17 .
nZoNbiwP2ZE,Garasi Drift,editing 💥💥💥💥💥,0,editing tabrakan tabrakan tabrakan tabrakan tabrakan,editing :tabrakan::tabrakan::tabrakan::tabrakan::tabrakan:
VXqMJqP7mvk,GadgetIn,Murah banget,0,murah banget,murah banget
gP0YCMCJnjA,Narasi Newsroom,Nonton dengan kecepatan 1.25x lebih baik,0,nonton dengan kecepatan 1 25x lebih baik,nonton dengan kecepatan 1.25x lebih baik
nZoNbiwP2ZE,Garasi Drift,Bocah gk penting 🗿🗿,0,bocah gk penting moai moai,bocah gk penting :moai::moai:
gP0YCMCJnjA,Narasi Newsroom,"Terdesak, emosiii emosiii kwkwkw",0,terdesak emosiii emosiii kwkwkw,"terdesak, emosiii emosiii kwkwkw"
nZoNbiwP2ZE,Garasi Drift,Oke anda dapat like dan komen..,0,oke anda dapat like dan komen,oke anda dapat like dan komen..
f8UEkmYXlzA,Pandji Pragiwaksono,king Ahok is back 🔥,0,king ahok is back api,king ahok is back :api:
5MBwJpU-9tg,Garasi Drift Podcast,seru nich 𝐒𝐆𝐈𝟖𝟖 cair,1,seru nich SGI88 cair,seru nich SGI88 cair
f8UEkmYXlzA,Pandji Pragiwaksono,Kdm mahfud jika di pasangkan jadi paketan komplit menurut qu😍😍,0,kdm mahfud jika di pasangkan jadi paketan komplit menurut qu wajah_tersenyum_lebar_bermata_hati wajah_tersenyum_lebar_bermata_hati,kdm mahfud jika di pasangkan jadi paketan komplit menurut qu:wajah_tersenyum_lebar_bermata_hati::wajah_tersenyum_lebar_bermata_hati:
TZ5DrBuTnBI,Rifato,𝘿𝙊𝑅𝐴𝟩𝟩 bener-𝙗ener g𝐚cor,1,DORA77 bener bener gacor,DORA77 bener-bener gacor
f8UEkmYXlzA,Pandji Pragiwaksono,Selalu seru kalo ngobrol sama Pak Ahok,0,selalu seru kalo ngobrol sama pak ahok,selalu seru kalo ngobrol sama pak ahok
gP0YCMCJnjA,Narasi Newsroom,koyo ngene iki presiden pilihanmu,0,koyo ngene iki presiden pilihanmu,koyo ngene iki presiden pilihanmu
gRjWM8jPIPw,Fitra Eri,abis baca review 𝐒𝐆𝐈𝟖𝟖 .,1,abis baca review SGI88,abis baca review SGI88 .
CLHTLViZ8Uc,Den Dimas,berkembang arhan semangattt ! ! ! ! ! salam 𝗦𝗚𝗜𝟴𝟴 ! gampang jepe,1,berkembang arhan semangattt salam SGI88 gampang jepe,berkembang arhan semangattt ! ! ! ! ! salam SGI88 ! gampang jepe
4-hj6CwvKpU,Motomobi,Emang gak ada yang bisa ngalahin serunya ALEXIS⭐17⭐.,1,emang gak ada yang bisa ngalahin serunya alexis bintang_medium_putih 17 bintang_medium_putih,emang gak ada yang bisa ngalahin serunya alexis:bintang_medium_putih:17:bintang_medium_putih:.
-vQDp9fHrzk,Karbida FC,Sambut hari dengan antusias di ＭΛＮDALIKΛ𝟟𝟟,1,sambut hari dengan antusias di mλndalikλ77,sambut hari dengan antusias di mλndalikλ77
Ou0UedfyuqU,GadgetIn,cuman 𝘼𝙇𝙀𝙓𝙄𝙎17 bikin nagih ! .,1,cuman ALEXIS17 bikin nagih,cuman ALEXIS17 bikin nagih ! .
gP0YCMCJnjA,Narasi Newsroom,Kwkwk anyingg,0,kwkwk anyingg,kwkwk anyingg
n_mFKYFMtWY,Bus Pesona,di akhir vidio ada nomornya mas,0,di akhir vidio ada nomornya mas,di akhir vidio ada nomornya mas
f8UEkmYXlzA,Pandji Pragiwaksono,"Wede cepet banget, sketer terus-terusan",1,wede cepet banget sketer terus terusan,"wede cepet banget, sketer terus-terusan"
f8UEkmYXlzA,Pandji Pragiwaksono,"Game-nya gacir, tiap maen pasti jepe",1,game nya gacir tiap maen pasti jepe,"game-nya gacir, tiap maen pasti jepe"
VXqMJqP7mvk,GadgetIn,gak pusing mikirin cicilan kalo udah join alexis17 .,1,gak pusing mikirin cicilan kalo udah join alexis17,gak pusing mikirin cicilan kalo udah join alexis17 .
gP0YCMCJnjA,Narasi Newsroom,Yang komentar udah kayak paling pinter sedunia ajaa,0,yang komentar udah kayak paling pinter sedunia ajaa,yang komentar udah kayak paling pinter sedunia ajaa
gP0YCMCJnjA,Narasi Newsroom,"terima kasih sarannya, baru engeh",0,terima kasih sarannya baru engeh,"terima kasih sarannya, baru engeh"
VXqMJqP7mvk,GadgetIn,Luar biasa! bang video kamu !! ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴 terpercaya 5k jadi 1jt,1,luar biasa bang video kamu bintang_medium_putih WETON88 terpercaya 5k jadi 1jt,luar biasa! bang video kamu !! :bintang_medium_putih:WETON88 terpercaya 5k jadi 1jt
QpXcKzQInXg,Garasi Drift,Punya farell mna yaa blm jadii😂,0,punya farell mna yaa blm jadii wajah_gembira_berurai_air_mata,punya farell mna yaa blm jadii:wajah_gembira_berurai_air_mata:
f8UEkmYXlzA,Pandji Pragiwaksono,Lah dia ngegas😂 ga ada yg ga mungkin di politik bang​ @lockysigarlaki163 ,0,lah dia ngegas wajah_gembira_berurai_air_mata ga ada yg ga mungkin di politik bang​ lockysigarlaki163,lah dia ngegas:wajah_gembira_berurai_air_mata: ga ada yg ga mungkin di politik bang​ @lockysigarlaki163 
nZoNbiwP2ZE,Garasi Drift,Sok langsung aja 🔥,0,sok langsung aja api,sok langsung aja :api:
ufS5vDKnIhM,Motomobi,"yo apik iki , hasil e bikin seneng",1,yo apik iki hasil e bikin seneng,"yo apik iki , hasil e bikin seneng"
VXqMJqP7mvk,GadgetIn,"sumpah , serius nanya , 𝘼𝙇𝙀𝙓𝙄𝙎17 beneran sebagus ?",1,sumpah serius nanya ALEXIS17 beneran sebagus,"sumpah , serius nanya , ALEXIS17 beneran sebagus ?"
4-hj6CwvKpU,Motomobi,"Cuma di sini, Gak nyangka bisa menang terus di 🔥⚡ALEXIS17⚡?🔥",1,cuma di sini gak nyangka bisa menang terus di api tegangan_tinggi alexis17 tegangan_tinggi api,"cuma di sini, gak nyangka bisa menang terus di :api::tegangan_tinggi:alexis17:tegangan_tinggi:?:api:"
XI8K0-_kbHc,Jejelogy,"Ga nyangka utang bisa lunas maen di 𝐴G𝐔𝘚𝐓𝐎𝙏O, gokil banget",1,ga nyangka utang bisa lunas maen di AgUSTOTo gokil banget,"ga nyangka utang bisa lunas maen di AgUSTOTo, gokil banget"
gP0YCMCJnjA,Narasi Newsroom,jadi serasa nonton 58 yaaaaaa?,0,jadi serasa nonton 58 yaaaaaa,jadi serasa nonton 58 yaaaaaa?
gRjWM8jPIPw,Fitra Eri,bokek ? langsung aja main alexis17 .,1,bokek langsung aja main alexis17,bokek ? langsung aja main alexis17 .
VAEyOCCBlx4,Atenx Katros,sepertinya lagi ada ikatan sama yamaha,0,sepertinya lagi ada ikatan sama yamaha,sepertinya lagi ada ikatan sama yamaha
-vQDp9fHrzk,Karbida FC,"Rezeki hari ini datang 0:43 terus dari ＭΛＮDALIKΛ𝟟𝟟,senang banget rasanya!",1,rezeki hari ini datang 0 43 terus dari mλndalikλ77 senang banget rasanya,"rezeki hari ini datang 0:43 terus dari mλndalikλ77,senang banget rasanya!"
gP0YCMCJnjA,Narasi Newsroom,"@AnggoroDps_9  ga ada bang, saya cuma warga sipil",0,anggorodps_9 ga ada bang saya cuma warga sipil,"@anggorodps_9  ga ada bang, saya cuma warga sipil"
VXqMJqP7mvk,GadgetIn,Gw baru aja liat speed review ini😂,0,gw baru aja liat speed review ini wajah_gembira_berurai_air_mata,gw baru aja liat speed review ini:wajah_gembira_berurai_air_mata:
ycGdOc17FhA,Fitra Eri,gak khawatir tua kalo udah gabung alexis17 .,1,gak khawatir tua kalo udah gabung alexis17,gak khawatir tua kalo udah gabung alexis17 .
f8UEkmYXlzA,Pandji Pragiwaksono,"Skip, Anies cara kerjanya diluar prediksi BMKG wkwkwk",0,skip anies cara kerjanya diluar prediksi bmkg wkwkwk,"skip, anies cara kerjanya diluar prediksi bmkg wkwkwk"
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,"Kapan wapres ini dipecat ,?",0,kapan wapres ini dipecat,"kapan wapres ini dipecat ,?"
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,Halahhhhhhhhhhhh,0,halahhhhhhhhhhhh,halahhhhhhhhhhhh
gRjWM8jPIPw,Fitra Eri,temen gue bilang alexis17 tuh game changer !,1,temen gue bilang alexis17 tuh game changer,temen gue bilang alexis17 tuh game changer !
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,"Ya Tuhan, mimpi apa Indonesia..",0,ya tuhan mimpi apa indonesia,"ya tuhan, mimpi apa indonesia.."
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,"Sans 790an yang ngelike, sisanya 2,7 dislike😂",0,sans 790an yang ngelike sisanya 2 7 dislike wajah_gembira_berurai_air_mata,"sans 790an yang ngelike, sisanya 2,7 dislike:wajah_gembira_berurai_air_mata:"
aA9G2sW212g,Om Mobi,"alexis17 , bikin gue beli rumah cash 3 , modal 200rb",1,alexis17 bikin gue beli rumah cash 3 modal 200rb,"alexis17 , bikin gue beli rumah cash 3 , modal 200rb"
gP0YCMCJnjA,Narasi Newsroom,gak cocok di saya bang malah bikin emosi😂,0,gak cocok di saya bang malah bikin emosi wajah_gembira_berurai_air_mata,gak cocok di saya bang malah bikin emosi:wajah_gembira_berurai_air_mata:
gP0YCMCJnjA,Narasi Newsroom,Tidak menjawab apa²,0,tidak menjawab apa2,tidak menjawab apa2
QpXcKzQInXg,Garasi Drift,Jadilah versi terbaik dari dirimu sendiri✪𝗠𝗮𝗻𝘂𝘁𝟴𝟴✪mendoakanmu.,1,jadilah versi terbaik dari dirimu sendiri✪Manut88✪mendoakanmu,jadilah versi terbaik dari dirimu sendiri✪Manut88✪mendoakanmu.
BI_RsNf1HJA,Garasi Drift,"yaps, kalo gasalah lbwk rx7 armuh itu 2/2",0,yaps kalo gasalah lbwk rx7 armuh itu 2/2,"yaps, kalo gasalah lbwk rx7 armuh itu 2/2"
BI_RsNf1HJA,Garasi Drift,10:32 LBWK jelasss😋,0,10 32 lbwk jelasss wajah_menikmati,10:32 lbwk jelasss:wajah_menikmati:
hEGVZ5y4oGI,FUSE BOX,Buset ⭐𝘼𝙇𝙀𝙓𝙄𝙎17 ternyata semudah itu yah.,1,buset bintang_medium_putih ALEXIS17 ternyata semudah itu yah,buset :bintang_medium_putih:ALEXIS17 ternyata semudah itu yah.
VXqMJqP7mvk,GadgetIn,"kalo gabut , 𝘼𝙇𝙀𝙓𝙄𝙎17 juaranya .",1,kalo gabut ALEXIS17 juaranya,"kalo gabut , ALEXIS17 juaranya ."
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,"Saya jg nyari, ko g ada",0,saya jg nyari ko g ada,"saya jg nyari, ko g ada"
gP0YCMCJnjA,Narasi Newsroom,"Yg ini baru boleh disebut komen, bukan caci maki.",0,yg ini baru boleh disebut komen bukan caci maki,"yg ini baru boleh disebut komen, bukan caci maki."
-vQDp9fHrzk,Karbida FC,"Kapan lagi main di situs segacor 𝐏𝐑𝐎𝐁𝐄𝐓𝟖𝟓𝟓, asli nagih sih",1,kapan lagi main di situs segacor PROBET855 asli nagih sih,"kapan lagi main di situs segacor PROBET855, asli nagih sih"
zFhBO9uoGYA,Om Mobi,"temen gue sampe bilang hidupnya berubah kenal pulauwin , ya ?",1,temen gue sampe bilang hidupnya berubah kenal pulauwin ya,"temen gue sampe bilang hidupnya berubah kenal pulauwin , ya ?"
gP0YCMCJnjA,Narasi Newsroom,​@gretamarielleni No garantee,0,​ gretamarielleni no garantee,​@gretamarielleni no garantee
gRjWM8jPIPw,Fitra Eri,"seminggu main alexis17 , gue udah bayar cicilan rumah !",1,seminggu main alexis17 gue udah bayar cicilan rumah,"seminggu main alexis17 , gue udah bayar cicilan rumah !"
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,Saya ngomongin AI doang,0,saya ngomongin ai doang,saya ngomongin ai doang
5MBwJpU-9tg,Garasi Drift Podcast,"auto aman , skete​r​ se​r​ing nongol",1,auto aman skete​r​ se​r​ing nongol,"auto aman , skete​r​ se​r​ing nongol"
